event_id,event_articles_count,event_representative_title,event_sources,event_industry,event_company,event_sources_count,citation_count,citation_index,citation_level
E0898,1,Здание театра 501-й стройки в Салехарде адаптируют под гостиничный комплекс «Здание является объектом культурного наследия.,"[""yamal-media.ru""]",недвижимость,,1,0,0.0,не растиражирована
E0899,1,На Камчатку прибыла новая высокопроизводительная дорожная фреза для ремонта федеральной трассы А-401 «Морпорт — Аэропорт».,"[""kamchatka.aif.ru""]",транспорт,,1,0,0.0,не растиражирована
E0900,1,Адвокатское бюро МАЙДАНЧУК (ОГРН 9703149480) оказывает юридическую помощь с 2023 года.,"[""companies.rbc.ru""]",политика,,1,0,0.0,не растиражирована
E0901,1,"Угольщики Кузбасса за прошедший период 2026 года снизили добычу угля на 5% в годовом выражении, до 77,7 миллиона тонн, сообщает министерство угольной промышленности региона.","[""1prime.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E0902,1,"ФСБ задержала в Петербурге 50 человек, работавших в мошеннических кол-центрах","[""news.mail.ru""]",политика,,1,0,0.0,не растиражирована
E0903,1,"MARKIST сопровождает бизнес на стыке интеллектуальной собственности, корпоративного права и налогового планирования.","[""companies.rbc.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0904,2,ГОСА Мосбиржи не состоялось из-за отсутствия кворума,"[""m.interfax.ru"", ""vedomosti.ru""]",политика,,2,1,31.55,низкая
E0905,1,Солнце выпустило две мощные М-вспышки,"[""news.mail.ru""]",энергетика,,1,0,0.0,не растиражирована
E0906,1,"Японская строительная корпорация Obayashi Corp. заключила соглашение по приобретению австралийского девелопера Multiplex Global Limited, подконтрольного канадской инвесткомпании Brookfield Asset Management.","[""akm.ru""]",промышленность,,1,0,0.0,не растиражирована
E0907,1,"Привычка гулять босиком по влажной траве может привести к тяжёлому инфекционному заболеванию и даже смерти, предупредила РИАМО врач Елена Гнездова.","[""life.ru""]",экология,,1,0,0.0,не растиражирована
E0908,1,". Утром в понедельник, 22 июня, произошло отключение потребителей в Симферополе и районе.","[""crimea.ria.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0909,1,"По прогнозам, на этой неделе волна жары, охватившая Европу, усилится.","[""sb.by""]",экономика,,1,0,0.0,не растиражирована
E0910,1,С 15 по 21 июня росгвардейцы изъяли 24 единицы оружия и 79 боеприпасов к ним у жителей Псковской области.,"[""pskov.aif.ru""]",политика,,1,0,0.0,не растиражирована
E0911,1,Томская межрайонная природоохранная прокуратура через суд обязала три предприятия нефтеперерабатывающего сектора оформить комплексные экологические разрешения.,"[""tomsk.aif.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E0912,1,"В Красноярске 26 июня в МВДЦ «Сибирь» (ул. Авиаторов, 19) пройдет федеральный этап Всероссийской ярмарки трудоустройства «Работа России.","[""newslab.ru""]",наука,,1,0,0.0,не растиражирована
E0913,1,"«СберСити» и «Сибур» запустили совместный экологический проект по утилизации пластиковой тары из-под лакокрасочных материалов: до 2030 года предполагается отправить на переработку и вторичное использование не менее 50 тысяч единиц общим весом 17,5 тонны.","[""retail.ru""]",экология,,1,0,0.0,не растиражирована
E0914,1,Санкт-Петербург.,"[""interfax-russia.ru""]",строительство,,1,0,0.0,не растиражирована
E0915,1,"22 июня, Минск /Корр.","[""belta.by""]",строительство,,1,0,0.0,не растиражирована
E0916,1,Аферисты стали обманывать хозяев потерянных питомцев с помощью сгенерированных ИИ-картинок.,"[""vm.ru""]",наука,,1,0,0.0,не растиражирована
E0917,1,Кемерово.,"[""militarynews.ru""]",транспорт,Аэрофлот,1,0,0.0,не растиражирована
E0918,1,"Столичных автомобилистов призвали быть внимательными на дорогах из-за дождя, а также возможной грозы и сильного ветра.","[""m24.ru""]",транспорт,,1,0,0.0,не растиражирована
E0919,1,За прошедшую неделю пожарно-спасательными подразделениями главного управления МЧС России по Югре ликвидировано 35 возгораний.,"[""ugra.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0920,1,"Совет директоров Московской объединенной энергетической компании (МОЭК) утвердил отчет об итогах выполнения инвестиционных программ компании за 2025 год в размере 41,2 миллиарда рублей, говорится в сообщении компании.","[""realty.ria.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E0921,1,Аналитики выявили неожиданный маркер текучести кадров — форму благодарности в рабочей переписке.,"[""life.ru""]",наука,,1,0,0.0,не растиражирована
E0922,1,В Москве обменялись опытом по повышению производительности труда на предприятиях базовых несырьевых отраслей.,"[""altai.aif.ru""]",промышленность,,1,0,0.0,не растиражирована
E0923,1,Ставка 23-го купона по облигациям «ТАЛК лизинг» серии 001P-03 установлена на уровне 16.75% годовых,"[""cbonds.ru""]",недвижимость,,1,0,0.0,не растиражирована
E0924,1,Мосбиржа с 14 июля запустит утренние торги на срочном рынке с 7:00 мск,"[""cbonds.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0925,2,«СОБИ-ЛИЗИНГ» допустил технический дефолт по 23-му купону и погашению части номинала облигаций серии 001Р-05,"[""cbonds.ru""]",экономика,,1,0,0.0,не растиражирована
E0926,1,"Гендиректор ООО «ГирфТранс» Хасьятулла Гирфанов резко отреагировал на инцидент с порчей салона автобуса: он опубликовал кадры из маршрута No 71С, где салон оказался испачкан белой краской.","[""yar.aif.ru""]",транспорт,,1,0,0.0,не растиражирована
E0927,1,Неизвестные выбросили десятки самокатов кикшеринга в водоем на юге столицы.,"[""vm.ru""]",строительство,,1,0,0.0,не растиражирована
E0928,1,"Промышленность продолжает дорожать, а сельское хозяйство демонстрирует снижение цен.","[""oren.aif.ru""]",сельское хозяйство,,1,0,0.0,не растиражирована
E0929,1,"В Красноярске на улице Карамзина, 8, 14 и 24 восстанавливают три брошенные канализационно-насосные станции.","[""newslab.ru""]",строительство,,1,0,0.0,не растиражирована
E0930,1,"Прокуратура Бердюжского района добилась компенсации для семьи 2-летнего ребенка, которому оказали ненадлежащую медицинскую помощь.","[""tmn.aif.ru""]",экономика,,1,0,0.0,не растиражирована
E0931,1,Дело о гибели ребёнка во время катания с горки на детской площадке в Свирске передано в суд.,"[""irk.aif.ru""]",политика,,1,0,0.0,не растиражирована
E0932,1,"«Проведены обыски в офисах, по местам проживания организаторов, изъято техническое оборудование, средства связи, денежные средства, в том числе криптовалюта» , — сказано в сообщении, которое процитировал ТАСС.","[""yamal-media.ru""]",строительство,,1,0,0.0,не растиражирована
E0933,1,"Стоимость топлива и горюче-смазочных материалов для личного транспорта в Европе выросла в мае на пятую часть в годовом выражении, сообщает Евростат.","[""1prime.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E0934,1,Кирилл Сафонов отпраздновал день рождения с дочерью в Нью-Йорке,"[""kino.mail.ru""]",строительство,,1,0,0.0,не растиражирована
E0935,1,Прокуратура Приуральского района восстановила пенсионные права жителя Аксарки Прокуратура подала в суд иск о включении этих периодов в трудовой стаж и признании права на страховую пенсию.,"[""yamal-media.ru""]",недвижимость,,1,0,0.0,не растиражирована
E0936,1,"Во Владимирской области к 2030 году заменят все лифты, работающие более 25 лет.","[""vlad.aif.ru""]",строительство,,1,0,0.0,не растиражирована
E0937,1,"Исследование Ottawa University: бордюры из щепы на лесных тропах снижают число клещей-переносчиков болезни Лайма на 48%, а обработанные инсектицидом — на 99% за два года наблюдений.","[""pronedra.ru""]",экология,,1,0,0.0,не растиражирована
E0938,1,Москва.,"[""interfax-russia.ru""]",промышленность,,1,0,0.0,не растиражирована
E0939,1,В Москве впервые покажут более 20 видов российских логистических роботов,"[""rtvi.com""]",промышленность,,1,0,0.0,не растиражирована
E0940,1,Анна Чиповская сыграет ИИ-психотерапевта в сериале,"[""kino.mail.ru""]",наука,,1,0,0.0,не растиражирована
E0941,1,В Салехарде по требованию прокуратуры на 30 суток приостановлена деятельность ресторана «Пятница».,"[""yamal.aif.ru""]",политика,,1,0,0.0,не растиражирована
E0942,1,"Самолет авиакомпании ""Победа"", выполнявший рейс Гюмри - Москва, был перенаправлен в аэропорт Махачкалы, сообщили РИА Новости в справочной службе ""Внуково"".","[""ria.ru""]",транспорт,,1,0,0.0,не растиражирована
E0943,1,НКР подтвердило кредитный рейтинг «Новабев групп» на уровне AA.ru,"[""vedomosti.ru""]",экономика,,1,0,0.0,не растиражирована
E0944,1,В Новосибирске дан старт масштабному проекту по промышленному выращиванию орхидей.,"[""nsk.aif.ru""]",промышленность,,1,0,0.0,не растиражирована
E0945,1,Романтические отношения становятся серьёзным поводом для поиска дополнительного заработка.,"[""life.ru""]",экономика,,1,0,0.0,не растиражирована
E0946,1,"Как сообщила министр здравоохранения Калужской области Анна Чернова на заседании областного правительства, неполадки в работе электронных медицинских сервисов возникли 12 июня.","[""kaluga.aif.ru""]",телекоммуникации,,1,0,0.0,не растиражирована
E0947,1,«Росатом» представил в Бишкеке передовые технологические решения для Киргизии,"[""energyland.info""]",наука,,1,0,0.0,не растиражирована
E0948,1,Три уральских региона вошли в топ-20 рейтинга по доходам населения,"[""ura.news""]",экономика,,1,0,0.0,не растиражирована
E0949,1,В «Ставропольэнерго» определили лучших специалистов по ремонту подстанционного оборудования,"[""energyland.info""]",строительство,,1,0,0.0,не растиражирована
E0950,1,"Гидрометцентр: циклон обрушит на Урал ливни, град и шквалистый ветер","[""news.mail.ru""]",экология,,1,0,0.0,не растиражирована
E0951,1,Победитель телевизионного проекта «Песни» Олег Терновой в интервью «Газете.Ru» высказался о возможном перезапуске легендарного музыкального конкурса «Фабрика звезд».,"[""osnmedia.ru""]",наука,,1,0,0.0,не растиражирована
E0952,1,"На выставке достижений ""Сделано в Татарстане"" в рамках саммита АСЕАН, который прошел в столице республики с 17 по 19 июня, Казанский авиационный завод представил самолет Ту-214 потенциальным иностранным партнерам, продемонстрировав готовность к заключению международных контрактов.","[""aviaport.ru""]",промышленность,,1,0,0.0,не растиражирована
E0953,1,О плановом вывозе детей из «Артека» сообщили в Минпросвещения.,"[""ntv.ru""]",политика,,1,0,0.0,не растиражирована
E0954,1,ИПГ: на Солнце 22-23 июня возможны вспышки максимального класса X,"[""kolomna-spravka.ru""]",экология,,1,0,0.0,не растиражирована
E0955,2,"22 июня, Минск /Корр.","[""belta.by""]",экология,,1,0,0.0,не растиражирована
E0956,1,В Челябинске при пожаре в девятиэтажке на улице Василевского спасли 68-летнюю пенсионерку и кошку.,"[""chel.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0957,1,«Астраханьэнерго» обновило электросетевую инфраструктуру в Приволжском районе,"[""energyland.info""]",энергетика,,1,0,0.0,не растиражирована
E0958,7,"Самолёт авиакомпании «Победы», следовавший из Гюмри в Москву и подавший аварийный сигнал, благополучно сел в аэропорту Махачкалы, сообщает пресс-служба перевозчика.","[""aviaport.ru"", ""life.ru"", ""m24.ru"", ""ria.ru"", ""russian.rt.com"", ""vedomosti.ru"", ""vm.ru""]",транспорт,,7,6,88.56,средняя
E0959,1,Задолженность по заработной плате перед работниками за 2025 год погасили на сумму более 18 млрд рублей.,"[""russian.rt.com""]",экономика,,1,0,0.0,не растиражирована
E0960,1,"В Хабаровском крае суд удовлетворил иск природоохранного прокурора о взыскании ущерба, причинённого водным биологическим ресурсам, — сообщает Амурская бассейновая природоохранная прокуратура.","[""hab.aif.ru""]",экология,,1,0,0.0,не растиражирована
E0961,1,Последние годы Моманд провел в немецком Штутгарте вместе с семьей.,"[""yamal-media.ru""]",наука,,1,0,0.0,не растиражирована
E0962,1,Бурятию потрясло землетрясение силой 5–6 баллов: толчки почувствовали в Улан-Удэ и районах.,"[""life.ru""]",строительство,,1,0,0.0,не растиражирована
E0963,1,"В полицию Барун-Хемчикского района республики поступило сообщение о том, в больницу госпитализированы 15 жителей Ак-Довурака, среди них 11 детей.","[""rg.ru""]",наука,,1,0,0.0,не растиражирована
E0964,1,"43-летняя Энн Хэтэуэй раскрыла, как ей удавалось скрывать третью беременность","[""kino.mail.ru""]",экономика,,1,0,0.0,не растиражирована
E0965,1,Изменения в расписании связаны с закрытием одного из участков железной дороги.,"[""rg.ru""]",транспорт,,1,0,0.0,не растиражирована
E0966,1,"Красноярский край возглавил рейтинг регионов Сибирского федерального округа по реализации программы капитального ремонта многоквартирных домов, следует из данных Фонда развития территорий.","[""newslab.ru""]",строительство,,1,0,0.0,не растиражирована
E0967,1,"""В связи с проведением в сентябре ремонтных работ на железнодорожной инфраструктуре расписание и маршруты некоторых поездов дальнего следования отправлением с 8 сентября будут скорректированы.","[""rg.ru""]",транспорт,РЖД,1,0,0.0,не растиражирована
E0968,1,"Схема движения поездов в Крыму изменилась с 10 июня, чтобы свести к минимуму передвижение поездов ""Таврия"" по полуострову в ночное время.","[""rg.ru""]",транспорт,,1,0,0.0,не растиражирована
E0969,1,Ветеринарный доктор международной категории Владимир Уражевский в беседе с РИАМО предупредил владельцев домашних животных о негативных последствиях привычки подкармливать питомца во время семейных трапез.,"[""osnmedia.ru""]",наука,,1,0,0.0,не растиражирована
E0970,1,"Временные ограничения в воздушном пространстве ""Шереметьево"" сняты, аэропорт продолжает обслуживание пассажиров и перевозчиков, сообщила воздушная гавань.","[""ria.ru""]",транспорт,,1,0,0.0,не растиражирована
E0971,1,"Дроны ВСУ были сбиты над территориями девяти областей: Белгородской, Брянской, Калужской, Курской, Орловской, Ростовской, Тверской, Тульской и Смоленской.","[""rg.ru""]",строительство,,1,0,0.0,не растиражирована
E0972,1,Первая попытка была сделана в начале марта - по той же цене и с тем же результатом.,"[""rg.ru""]",недвижимость,,1,0,0.0,не растиражирована
E0973,2,"""Авито"" скрыл объявления о продаже топлива, Ozon и Wildberries блокируют их при модерации","[""cbonds.ru"", ""vedomosti.ru""]",нефтегаз,,2,1,31.55,низкая
E0974,1,В Туле во время региональной акции «Ночь в ЗАГСе» (12+) 26 июня с 00.00 до 23.59 будет введён временный запрет на остановку и стоянку транспортных средств на ряде центральных улиц.,"[""tula.aif.ru""]",политика,,1,0,0.0,не растиражирована
E0975,1,В подмосковных Котельниках двухмесячный ребёнок оказался в больнице после длительного пребывания под палящим солнцем.,"[""life.ru""]",наука,,1,0,0.0,не растиражирована
E0976,1,МЧС предупредило об усилении ветра в Москве в ближайший час,"[""news.mail.ru""]",энергетика,,1,0,0.0,не растиражирована
E0977,1,ДРСК подключила к электросетям около 300 новых объектов в Еврейской автономии,"[""energyland.info""]",энергетика,РусГидро,1,0,0.0,не растиражирована
E0978,1,"В интервью изданию Collider он рассказал, что встреча с Лукасом состоялась около двух лет назад и началась с неожиданного признания: ""Это был такой восторг - узнать об этом и потом поделиться с командой"".","[""rg.ru""]",наука,,1,0,0.0,не растиражирована
E0979,1,"Радиостанции «Судного дня», известная как «Жужжалка», в понедельник, 22 июня, передала новый зашифрованный сигнал.","[""krym.aif.ru""]",телекоммуникации,,1,0,0.0,не растиражирована
E0980,1,Моряки ТОФ оказали помощь условно аварийной подлодке в заливе Петра Великого,"[""tvzvezda.ru""]",транспорт,,1,0,0.0,не растиражирована
E0981,1,Нештатная ситуация связана с отменой рейса из Евпатории 4 июня из-за беспилотной опасности в Крыму.,"[""rg.ru""]",транспорт,,1,0,0.0,не растиражирована
E0982,1,В Москве перекрывали 16-ю Парковую улицу из-за погоды,"[""m.interfax.ru""]",строительство,,1,0,0.0,не растиражирована
E0983,1,"Московская биржа с 14 июля увеличивает время торгов на срочном рынке, добавив утренние часы, - сессия будет проходить с 06.50 до 23.50 по московскому времени, общее торговое время составит 17 часов, говорится в сообщении торговой площадки.","[""1prime.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E0984,1,"Более 20 лет компания ARTW является одним из ведущих IT-интеграторов России, успешно реализует масштабные цифровые проекты для крупнейших российских предприятий.","[""companies.rbc.ru""]",наука,Лукойл,1,0,0.0,не растиражирована
E0985,2,"Специалисты авиакомпании ""Победа"" проводят оценку технического состояния самолета, летевшего из Гюмри в Москву и севшего на запасном аэродроме в Махачкале, сообщил перевозчик.","[""news.mail.ru"", ""ria.ru""]",транспорт,,2,1,31.55,низкая
E0986,1,Кластер планируется создать до 1 марта будущего года.,"[""rg.ru""]",строительство,,1,0,0.0,не растиражирована
E0987,1,"Эксперыт указывают, что ограниченный спрос впервые с 2023 года привел к практически полной остановке ценового роста.","[""ntv.ru""]",экономика,,1,0,0.0,не растиражирована
E0988,1,Известный американский комик арестован за неуплату налогов,"[""eadaily.com""]",политика,,1,0,0.0,не растиражирована
E0989,1,"Как пишет издание « Коммерсантъ », ссылаясь на сезонный фактор и ограниченный сбыт, российские ритейлеры просят птицефабрикам снизить цены на яйца на 22–25 %.","[""ntv.ru""]",сельское хозяйство,,1,0,0.0,не растиражирована
E0990,1,Прокуратура добилась ремонта ям на улицах Твери.,"[""tver.aif.ru""]",строительство,,1,0,0.0,не растиражирована
E0991,1,"Компания «Эволюция» — федеральный девелопер, реализующий проекты жилой недвижимости бизнес-класса.","[""companies.rbc.ru""]",промышленность,,1,0,0.0,не растиражирована
E0992,1,"22 июня, Минск /Корр.","[""belta.by""]",политика,,1,0,0.0,не растиражирована
E0993,1,"26 июня состоится заседание Квалификационной коллегии судей (ККС) Ростовской области, на котором планируется рассмотреть вопросы о прекращении полномочий трёх судей: судьи Ростовского областного суда, судьи Ремонтненского районного суда и мирового судьи судебного участка No 6 Первомайского судебного района Ростова‐на‐Дону.","[""rostov.aif.ru""]",политика,,1,0,0.0,не растиражирована
E0994,1,РусГидро – официальный партнер всероссийского молодежного форума «Экосистема. Заповедный край»,"[""energyland.info""]",наука,РусГидро,1,0,0.0,не растиражирована
E0995,1,"Напомним: Boeing 737-800, следовавший из Сочи в столицу Поморья ночью 17 июня, подал сигнал бедствия в небе над Черным морем около 23 часов и вернулся в Сочи .","[""rg.ru""]",транспорт,,1,0,0.0,не растиражирована
E0996,1,Тимоти Шаламе снимется в ромкоме от создателей «Миньонов»,"[""kino.mail.ru""]",наука,,1,0,0.0,не растиражирована
E0997,1,Власти сообщили о необходимости закрыть старый Затонский мост в Уфе.,"[""ufa.aif.ru""]",строительство,,1,0,0.0,не растиражирована
E0998,1,Пенсионер погиб в ДТП на трассе под Шадринском. Видео,"[""ura.news""]",строительство,,1,0,0.0,не растиражирована
E0999,1,"В Хабаровском крае транспортная прокуратура обратилась в суд с требованием обязать ОАО «РЖД» оборудовать железнодорожные вокзалы необходимыми средствами для маломобильных пассажиров, — сообщает Дальневосточная транспортная прокуратура.","[""hab.aif.ru""]",транспорт,РЖД,1,0,0.0,не растиражирована
E1000,1,Ограничения на посещение лесов действуют почти во всех районах Беларуси.,"[""by.mir24.tv""]",экология,,1,0,0.0,не растиражирована
E1001,1,"Девелопер ""Галс-Девелопмент"" стал победителем международной архитектурно-девелоперской премии Real Estate Property Awards (REPA) 2026 в номинации ""Инновационные решения для строительства"", говорится в сообщении компании.","[""realty.ria.ru""]",недвижимость,,1,0,0.0,не растиражирована
E1002,1,"Женщина скончалась в результате атаки БПЛА ВСУ по хозпостройке в Тимском районе Курской области, сообщил Хинштейн","[""ria.ru""]",металлургия,,1,0,0.0,не растиражирована
E1003,1,Федеральная антимонопольная служба России проводит проверку экономической обоснованности составляющих стоимости нефтепродуктов.,"[""life.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E1004,1,В Казахстане обеспечен сквозной цифровой контроль логистики нефтепродуктов,"[""energyland.info""]",нефтегаз,,1,0,0.0,не растиражирована
E1005,1,"20,8 млрд инвестиций в основной капитал.","[""sb.by""]",экономика,,1,0,0.0,не растиражирована
E1006,1,Прокуратура Куйбышевского района Новокузнецка обнаружила нарушения трудового законодательства на АО «Пассажирское автотранспортное предприятие».,"[""kuzbass.aif.ru""]",промышленность,,1,0,0.0,не растиражирована
E1007,1,"Орджоникидзевский районный суд Екатеринбурга приостановил деятельность кафе «Вилка-Ложка» на улице Баумана, 1 (ООО «ГЛАВБОРЩ»).","[""ural.aif.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E1008,1,Следователи возбудили дело после смерти пассажира на рейсе Москва – Омск,"[""vedomosti.ru""]",транспорт,,1,0,0.0,не растиражирована
E1009,1,ЦБ повысит привлекательность субординированного долга банков,"[""vedomosti.ru""]",экономика,,1,0,0.0,не растиражирована
E1010,1,Утопленные самокаты кикшеринга на юге столицы оказывают угнетающее воздействие на окружающую среду.,"[""m24.ru""]",экология,,1,0,0.0,не растиражирована
E1011,1,"22 июня, Минск /Корр.","[""belta.by""]",экология,,1,0,0.0,не растиражирована
E1012,1,"Французскую телеведущую отстранили за критику Доку, который покинул ЧМ ради рождения ребёнка","[""kolomna-spravka.ru""]",политика,,1,0,0.0,не растиражирована
E1013,1,"Средняя стоимость аренды квартир на Ямале в мае снизилась на 5% по сравнению с апрелем — до 42,2 тысячи рублей в месяц, сообщили аналитики «Авито».","[""yamal.aif.ru""]",недвижимость,,1,0,0.0,не растиражирована
E1014,1,"Пассажирский самолет, следовавший из Гюмри в Москву, подал сигнал общей аварийной ситуации во время полета.","[""vm.ru""]",транспорт,,1,0,0.0,не растиражирована
E1015,1,"Поиски семьи Усольцевых , пропавшей в Кутурчинском Белогорье в сентябре 2025 года, будут продолжены точечно, с выездом специалистов на место.","[""krsk.aif.ru""]",недвижимость,,1,0,0.0,не растиражирована
E1016,1,В Новоуральске открыт обновленный городской пляж на берегу Верх-Нейвинского водохранилища,"[""atomic-energy.ru""]",экология,,1,0,0.0,не растиражирована
E1017,1,"Нижегородский врач‐трихолог Татьяна Варенова предупредила о риске потери волос из‐за долгого нахождения на солнце — особенно это актуально для людей, у которых уже есть склонность к облысению.","[""nn.aif.ru""]",экология,,1,0,0.0,не растиражирована
E1018,1,"Балаковская АЭС наградила отличников учебы, юных художников и фотографов","[""atomic-energy.ru""]",наука,,1,0,0.0,не растиражирована
E1019,1,Долги по зарплате за 2025 год на сумму более 18 млрд рублей были погашены работодателями.,"[""nsn.fm""]",экономика,,1,0,0.0,не растиражирована
E1020,1,"С 1 июля Волгоград, как и другие регионы России, переходит на новый порядок начисления социальных выплат.","[""vlg.aif.ru""]",экономика,,1,0,0.0,не растиражирована
E1021,1,Американские исследователи из Университета Флориды сделали важный шаг в ранней диагностике болезни Альцгеймера.,"[""osnmedia.ru""]",наука,,1,0,0.0,не растиражирована
E1022,1,Цена акций «Циана» упала на 12% после дивидендной отсечки,"[""vedomosti.ru""]",недвижимость,,1,0,0.0,не растиражирована
E1023,1,"В российском кабмине работает механизм координации с нефтекомпаниями по ценовым вопросам на топливо, меры принимаются.","[""russian.rt.com""]",нефтегаз,,1,0,0.0,не растиражирована
E1024,1,"Объем инвестиций резидентов подмосковной особой экономической зоны ""Дубна"" увеличился более чем в три раза за пять лет, сообщает пресс-служба министерства инвестиций, промышленности и науки Московской области .","[""ria.ru""]",экономика,,1,0,0.0,не растиражирована
E1025,1,Мэр Манчестера намерен баллотироваться на пост лидера британских лейбористов,"[""m.interfax.ru""]",политика,,1,0,0.0,не растиражирована
E1026,1,Курс биткоина (BTC) к российскому рублю упал за последний месяц на 14%.,"[""rbc.ru""]",экономика,,1,0,0.0,не растиражирована
E1027,1,"Продолжительность жизни зависит не только от генетики, все больше исследований показывают, что ключевую роль играют образ жизни, питание и повседневные привычки.","[""krym.aif.ru""]",наука,,1,0,0.0,не растиражирована
E1028,1,Появилось видео российского удара по топливу ВСУ,"[""ura.news""]",нефтегаз,,1,0,0.0,не растиражирована
E1029,1,Парные монументальные скульптуры на крыше дома No 4 на Тверской улице в Москве будут восстановлены.,"[""m24.ru""]",строительство,,1,0,0.0,не растиражирована
E1030,1,"Акционеры ""Займера"" утвердили дивиденды за I квартал в размере 4,36 руб на акцию","[""cbonds.ru""]",недвижимость,,1,0,0.0,не растиражирована
E1031,1,На Камчатке планируют расширить событийный календарь региона пятью фестивальными проектами.,"[""kamchatka.aif.ru""]",потребительский сектор,,1,0,0.0,не растиражирована
E1032,1,В тюменском магазине нашли сотни бутылок опасного лимонада из Афганистана,"[""ura.news""]",нефтегаз,,1,0,0.0,не растиражирована
E1033,1,Минприроды Тверской области в ходе профилактического визита на предприятие по производству бетона и железобетонных конструкций обнаржило нарушения в обращении с отходами.,"[""tver.aif.ru""]",экология,,1,0,0.0,не растиражирована
E1034,1,"Девелопер ""Неометрия"" продал проект в Коктебеле в Крыму за 3,8 миллиарда рублей группе инвесторов, рассказали РИА Недвижимость в компании ""Живи"".","[""ria.ru""]",недвижимость,,1,0,0.0,не растиражирована
E1035,1,«Эксперт РА» повысил кредитный рейтинг города Новосибирска до уровня ruА и установил стабильный прогноз,"[""raexpert.ru""]",экономика,,1,0,0.0,не растиражирована
E1036,1,"Пропавший вертолет Robinson R44 с двумя людьми на борту принадлежит авиакомпании ""Гранат"" из Приморья.","[""aviaport.ru""]",транспорт,,1,0,0.0,не растиражирована
E1037,1,ФАС работает над недопущением спекуляций с топливом на цифровых платформах,"[""kolomna-spravka.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E1038,1,"Машины не ехали: Казахстан пережил конвективный шторм, видео","[""news.mail.ru""]",экология,,1,0,0.0,не растиражирована
E1039,1,В связи с изменением сроков выставления счетов за газ и сроков внесения платы в соответствии с Федеральным законом от 24.06.2025 No 177-ФЗ ООО «Газпром межрегионгаз Оренбург» рекомендует ежемесячно предоставлять показания газового счётчика до 25 числа.,"[""oren.aif.ru""]",нефтегаз,,1,0,0.0,не растиражирована
E1040,1,Ростовская АЭС представила общественности отчёт об экологической безопасности за 2025 год,"[""energyland.info""]",энергетика,,1,0,0.0,не растиражирована
E1041,1,Производитель чипов SK Hynix благодаря ажиотажу вокруг искусственного интеллекта впервые за 25 лет обогнал Samsung по капитализации на корейской бирже.,"[""life.ru""]",промышленность,,1,0,0.0,не растиражирована
E1042,1,"Летевший в Москву из Гюмри самолет ""Победы"" сел в Махачкале","[""m.interfax.ru""]",транспорт,Аэрофлот,1,0,0.0,не растиражирована
E1043,1,"В вузах области в 2026 году предусмотрено около 8,5 бюджетных мест по программам бакалавриата, специалитета и магистратуры.","[""irk.aif.ru""]",экономика,,1,0,0.0,не растиражирована
E1044,1,Представители Федеральной антимонопольной службы опровергли информацию об индексации тарифов ЖКХ с 1 июля.,"[""vlg.aif.ru""]",экономика,,1,0,0.0,не растиражирована
E1045,1,Индекс Мосбиржи обновил трехгодичный минимум,"[""vedomosti.ru""]",экономика,Норникель,1,0,0.0,не растиражирована
E1046,1,Трагическое ДТП с участием автобуса произошло в Воротынском районе: в результате аварии погиб подросток.,"[""nn.aif.ru""]",строительство,,1,0,0.0,не растиражирована
E1047,1,Свердловская транспортная прокуратура добилась привлечения авиакомпании «Уральские авиалинии» к административной ответственности после длительной задержки международного рейса.,"[""life.ru""]",транспорт,,1,0,0.0,не растиражирована
